composition delta_e
Cu0.250000Ac0.500000Pu0.250000 0.35829782
Cu0.250000Ge0.500000U0.250000 0.061439859
Ca0.250000Pr0.250000Re0.500000 1.1345852
Cr0.250000Cd0.750000 0.28616224
B0.250000Fe0.250000Cu0.250000Tc0.250000 0.39224316
Tm0.250000W0.500000U0.250000 0.55071455
Sr0.250000Ru0.250000Os0.500000 1.2628107
Si0.250000Fe0.250000Ni0.250000Pd0.250000 -0.25536899
Ge0.650000Ru0.200000Sm0.150000 -0.44135864
Sc0.500000Ti0.250000Gd0.250000 0.24617968
Y0.250000Tc0.250000Hg0.500000 0.23299641
O0.250000Dy0.750000 -0.89108022
B0.250000Mn0.500000Lu0.250000 0.44850283
Ge0.250000Te0.250000Ho0.500000 -0.75925835
B0.500000Sb0.250000Th0.250000 0.68665314
Co0.250000As0.250000W0.250000Os0.250000 0.42393513
In0.250000Sb0.250000Pu0.500000 -0.31045271
O0.400000Sm0.600000 -2.3271607
Si0.250000Cu0.250000Np0.500000 0.19052212
Li0.333300O0.500000Co0.083300Np0.083300 -2.2506184
Ni0.500000Pm0.250000Ho0.250000 -0.33548796
Ca0.250000Ba0.500000Eu0.250000 0.026420135
Se0.500000Cd0.166700Cs0.166700Ce0.166700 -1.3720436
Be0.250000Y0.500000Nd0.250000 0.40442721
La0.250000Ir0.500000Pu0.250000 -0.45757758
K0.250000Dy0.500000Tl0.250000 0.26384762
Mn0.400000Ge0.400000Ce0.200000 -0.43743904
Zn0.500000Ce0.250000Bi0.250000 -0.21299858
As0.250000Ru0.250000Sn0.500000 0.31952383
Y0.250000Sn0.500000Hf0.250000 -0.30898369
B0.500000K0.250000Rh0.250000 1.6226726
Be0.250000Ca0.250000Rh0.500000 -0.09931212
Ca0.500000Zr0.250000Rh0.250000 0.38462904
Er0.250000Hf0.500000Pa0.250000 0.27298899
Ni0.500000Rh0.250000Tl0.250000 0.21871708
O0.700000Nb0.200000U0.100000 -3.1393273
Ru0.500000Pd0.250000Cd0.250000 0.52412271
Ru0.250000Ac0.500000U0.250000 0.71751716
Sb0.666700Nd0.333300 -0.81119338
Ca0.250000Ac0.250000Pa0.500000 0.88796218
Ca0.250000Sr0.250000Nd0.500000 0.17930936
Gd0.500000Dy0.250000Os0.250000 0.16771431
Ni0.250000La0.250000Lu0.500000 0.18574173
V0.500000Co0.250000Ac0.250000 0.77165402
Sr0.333300Au0.666700 -0.73813974
F0.571400Cl0.095200Ba0.333300 -3.9629208
Ni0.500000Ga0.250000Os0.250000 0.038833251
S0.500000Rb0.375000Nb0.125000 -1.3899382
Cs0.250000Ba0.500000Yb0.250000 0.17777997
Ge0.250000Cd0.250000Pu0.500000 -0.17513057
Li0.333300I0.500000Cs0.166700 -1.4199912
Mn0.250000Ge0.250000Dy0.500000 -0.22296887
Pr0.250000Re0.500000Ir0.250000 0.83844073
Al0.666700Er0.333300 -0.51088201
K0.166700Te0.666700Pr0.166700 -0.96079596
Sc0.500000Zn0.250000Pr0.250000 0.091622083
As0.250000Nb0.500000Pu0.250000 0.45959289
Sc0.250000Co0.250000Sb0.250000Os0.250000 -0.22923685
Ga0.250000In0.250000Pt0.500000 -0.39084522
V0.250000Co0.250000Ge0.250000Ir0.250000 -0.22090982
Cr0.250000As0.250000Rh0.250000Au0.250000 0.070986976
Ca0.500000Ti0.250000Ga0.250000 0.16901748
Na0.250000V0.500000Fe0.250000 0.83292457
Ga0.500000Rb0.250000Ag0.250000 0.31095212
Cu0.571400As0.285700Eu0.142900 -0.42667574
As0.250000In0.500000Ac0.250000 -0.13115009
Ru0.250000Hg0.500000Th0.250000 0.18921325
Ni0.250000Ho0.500000Pu0.250000 0.80463369
Si0.333300Ti0.333300Mn0.333300 -0.70676295
Mg0.500000Rb0.250000Mo0.250000 1.0826796
O0.666700P0.166700Ba0.083300Hf0.083300 -3.2320004
P0.400000Zn0.600000 -0.2882483
Ti0.250000Ce0.250000Gd0.500000 0.30797154
O0.600000Pt0.200000Tl0.200000 -0.78399268
Sb0.250000Ho0.500000W0.250000 0.081942675
Al0.250000Ti0.500000Ru0.250000 -0.49949213
As0.500000Nb0.250000Sb0.250000 0.27293778
B0.200000O0.600000Te0.200000 -0.68181455
Si0.250000Cu0.250000Re0.250000Os0.250000 0.27001088
Sc0.250000Cr0.250000Zn0.250000Os0.250000 0.019000366
Ir0.250000Pb0.250000Np0.500000 0.87135166
Sn0.250000Eu0.250000Pa0.500000 0.30066333
Li0.125000O0.250000F0.500000Re0.125000 -2.5047633
F0.750000Sr0.250000 -3.0799683
In0.250000Ce0.250000U0.500000 0.65038904
Sc0.250000Tm0.500000W0.250000 0.39424938
Fe0.500000Mo0.250000Hg0.250000 0.50903065
Al0.250000As0.500000Au0.250000 0.29259792
Ca0.500000Cu0.250000Rh0.250000 -0.22844814
Cr0.250000Co0.250000Pr0.500000 0.31388937
Mo0.250000Ag0.250000Tl0.500000 0.76425771
V0.250000Rb0.250000Tl0.500000 0.65777235
Be0.500000Si0.250000Tb0.250000 0.33791136
La0.250000Pt0.250000Ac0.500000 -0.15865319
Yb0.250000Hg0.250000Bi0.500000 -0.18985548
Si0.250000Zr0.250000Cd0.500000 0.16439794
B0.500000Ba0.250000Tm0.250000 0.92007872
S0.333300Cu0.333300Ag0.333300 -0.2078349
B0.500000Tl0.250000Ac0.250000 0.90330639
Na0.250000Ho0.500000Lu0.250000 0.28291872
Mo0.500000Ir0.250000Tl0.250000 0.70320724
K0.500000Sb0.250000Gd0.250000 0.29704804
Mg0.250000Si0.500000Cs0.250000 0.7779726
Cu0.250000Y0.250000Eu0.500000 0.28705332
Cu0.250000Sn0.500000Ce0.250000 -0.15054608
Co0.500000La0.250000Np0.250000 0.42277345
V0.500000Te0.250000Tm0.250000 0.24297373
Be0.250000Ca0.500000Rb0.250000 0.62767178
Ca0.250000Rb0.250000Hf0.500000 1.4099225
Be0.250000Ni0.250000Zn0.500000 -0.07983949
Dy0.750000Np0.250000 0.3663641
Ga0.250000Sm0.500000Yb0.250000 -0.19011056
Sr0.750000Er0.250000 0.20526079
Na0.500000Ca0.250000Co0.250000 0.58950371
Na0.500000Ge0.250000Rh0.250000 0.32972869
V0.250000Ir0.750000 -0.48996351
Zn0.250000Mo0.500000Eu0.250000 0.80506797
O0.555600Os0.222200Bi0.222200 -0.70150005
Ni0.551700Ge0.241400Ta0.206900 -0.37971298
Sr0.250000Te0.500000Ta0.250000 -0.22915177
B0.500000Re0.250000Np0.250000 0.13448975
Ti0.333300Sm0.333300Os0.333300 0.068371958
Ni0.250000Mo0.500000Sn0.250000 0.20439841
O0.555600Cr0.222200Ni0.222200 -1.2728009
Sb0.500000Ho0.500000 -1.1166359
Eu0.250000Bi0.250000Pa0.500000 0.41391812
Fe0.250000Sr0.250000Sb0.500000 0.10175851
As0.250000Pm0.500000Re0.250000 -0.069964271
Al0.250000Cd0.250000Ac0.500000 -0.25489471
Fe0.250000Lu0.500000Tl0.250000 0.039761924
Cr0.250000Ru0.500000Ho0.250000 0.072454667
Na0.250000K0.250000As0.500000 0.031666407
Sr0.500000Sn0.250000Hg0.250000 -0.66459989
Be0.250000As0.250000Sm0.500000 -0.34612246
K0.500000Zr0.250000Pd0.250000 1.1396742
N0.111100P0.333300V0.555600 -0.94463768
Mn0.250000Co0.250000Zn0.250000W0.250000 0.27921516
Sc0.250000As0.250000Sm0.500000 -0.22595951
K0.500000Ca0.250000Ir0.250000 0.78364235
Mn0.250000Zn0.500000Nd0.250000 0.31008353
O0.600000Cr0.200000Zr0.200000 -2.9641756
Li0.500000Cd0.250000Pt0.250000 -0.4608643
Ho0.500000Ta0.250000Hg0.250000 0.21283239
Si0.500000Rb0.250000Ag0.250000 0.82991722
Cu0.250000Ag0.250000Pm0.500000 -0.20123145
Zn0.500000Rb0.250000Te0.250000 -0.0056040458
Cs0.250000Er0.500000Bi0.250000 0.24087072
O0.600000Ag0.200000Bi0.200000 -1.3023623
Co0.250000Ni0.500000Mo0.250000 0.17745749
Cr0.250000Mn0.500000Pm0.250000 0.67955021
Nb0.500000Cs0.250000Pb0.250000 1.4237241
Mo0.250000Sm0.500000Th0.250000 0.52867124
Mo0.250000Gd0.500000Ho0.250000 0.38707886
Al0.250000Te0.250000Tl0.500000 0.20190571
P0.333300Co0.571400Ce0.095200 -0.79331723
Be0.250000Zr0.750000 0.041769676
Ti0.250000Dy0.500000Pa0.250000 0.45050034
B0.250000Na0.500000Pt0.250000 0.83914881
Na0.500000Ru0.250000Re0.250000 1.8869172
Co0.250000Ru0.250000In0.250000Ta0.250000 -0.16152424
Cs0.250000Er0.500000U0.250000 1.1790016
Y0.250000Pt0.500000Tl0.250000 -0.68222848
B0.250000Ga0.500000Yb0.250000 0.45250107
Yb0.500000Pb0.250000Th0.250000 0.12555569
Zr0.500000Eu0.250000Tb0.250000 0.60401205
N0.500000Cr0.166700Th0.333300 -1.4524919
As0.250000Sr0.250000Hf0.500000 0.50276732
Ta0.250000Pt0.250000Np0.500000 0.29261839
Be0.250000V0.250000Er0.500000 0.25552007
K0.250000Pd0.250000Hg0.500000 -0.014950387
Ho0.250000Ta0.250000Pa0.500000 0.48311589
Cr0.250000Ru0.250000Ta0.250000Tl0.250000 0.27372942
Mo0.250000Os0.500000Pt0.250000 0.39455071
Cu0.250000Sm0.250000Ir0.500000 0.012754161
Na0.333300Te0.333300Lu0.333300 -0.0010009155
Sc0.500000Fe0.250000Tl0.250000 -0.088893684
Si0.250000Ca0.250000Sc0.500000 0.065320174
Mg0.250000K0.500000U0.250000 1.2861664
O0.600000Pm0.200000W0.200000 -2.5039589
C0.400000O0.400000Co0.100000Rb0.100000 -0.91406028
K0.500000Sn0.250000Gd0.250000 0.37320357
Mg0.250000Ga0.250000Re0.500000 0.11234764
Cd0.250000Ba0.500000Pb0.250000 -0.49174231
Tc0.500000In0.250000U0.250000 0.046319049
Cu0.250000Ge0.250000Lu0.250000Re0.250000 0.19130866
Zn0.166700Te0.500000Cs0.166700Ho0.166700 -1.1004122
Si0.250000Co0.250000Ni0.250000Lu0.250000 -0.45125669
Rb0.250000Zr0.500000Hf0.250000 1.1755577
Mg0.206900Si0.241400Cu0.551700 -0.18374199
B0.250000Cr0.250000Ta0.250000W0.250000 0.60858374
B0.250000Zn0.500000La0.250000 0.48475396
Si0.500000Ni0.300000Ce0.200000 -0.74044891
Fe0.500000Co0.250000Te0.250000 0.30302198
Er0.625000Bi0.375000 -0.664644
Sc0.500000Cs0.250000Th0.250000 0.81393984
O0.555600Cd0.222200Th0.222200 -2.6778544
Na0.250000Nd0.500000Tm0.250000 0.2303433
Sc0.750000Ni0.250000 -0.097022864
Tb0.500000Au0.250000Th0.250000 0.30540017
Ca0.250000Cd0.500000Bi0.250000 -0.23975721
Ni0.250000Eu0.500000Lu0.250000 0.30990095
Li0.250000Zr0.250000Pu0.500000 0.41716571
O0.555600Si0.222200Nb0.222200 -1.4569633
Gd0.250000Ho0.250000Hf0.500000 0.3739538
O0.600000Mg0.200000Au0.200000 -1.1818169
Cr0.250000Ni0.250000Y0.250000Sn0.250000 -0.16394314
Be0.250000Sc0.250000Mn0.250000Ge0.250000 -0.11039119
Cs0.250000Gd0.500000Tl0.250000 0.34447655
S0.352900Co0.117600Ta0.529400 -0.86192908
Mg0.250000Ti0.250000Co0.250000Ga0.250000 -0.2547772
Mn0.250000Ba0.250000Ir0.500000 0.7241959
O0.333300K0.333300Co0.166700Cs0.166700 -1.2296191
Li0.250000Ge0.250000Pd0.500000 -0.61274208
Rh0.250000Sm0.250000Ac0.500000 0.080770904
Rb0.250000Mo0.500000Tl0.250000 1.9326505
V0.250000Co0.250000Pd0.250000Sn0.250000 -0.092463224
Ga0.307700Ge0.461500Yb0.230800 -0.45032237
Al0.250000Dy0.250000Ac0.500000 0.025388047
Pd0.500000Pm0.250000Er0.250000 -0.83827256
N0.333300Ca0.333300Ga0.333300 -0.80195042
O0.555600Sb0.222200Np0.222200 -2.0414383
Zr0.250000Sb0.250000Sm0.500000 -0.19068474
Mg0.250000Ce0.250000Lu0.500000 0.13406228
Re0.333300Pt0.333300Pb0.333300 0.85553562
Gd0.250000W0.500000Th0.250000 0.74224579
Pd0.500000Ba0.250000Ho0.250000 -0.49994655
Mn0.250000Mo0.250000Hf0.500000 -0.037791828
Cr0.250000Sr0.250000Tb0.500000 0.82373366
Nd0.500000Eu0.250000Tm0.250000 0.13276926
O0.600000Ba0.200000La0.066700Ir0.133300 -2.3477042
Zn0.250000Ir0.500000Np0.250000 -0.13943844
Be0.250000Ru0.500000Pu0.250000 0.23862706
Sc0.250000Cu0.500000Tb0.250000 -0.059627217
O0.600000Ca0.050000Cr0.100000Cu0.150000Sb0.100000 -1.8525317
Li0.250000Sr0.500000Mo0.250000 0.74502439
Co0.250000Er0.250000Th0.500000 0.31257231
Mn0.500000Y0.250000La0.250000 0.27050855
Hf0.333300Pt0.333300Bi0.333300 -0.47328922
Mg0.250000Si0.250000Cr0.250000Ta0.250000 0.1578898
O0.571400Ru0.142900Sm0.285700 -2.3712973
Rh0.500000Au0.250000Hg0.250000 0.284753
Zn0.250000Gd0.250000Hg0.500000 -0.28484301
O0.538500Zn0.307700Ga0.076900In0.076900 -1.7961809
Cr0.500000Rb0.250000Rh0.250000 1.3761456
Al0.250000Gd0.250000Np0.500000 0.53475087
Cs0.500000Er0.250000Au0.250000 0.63540778
Nd0.500000Tm0.250000W0.250000 0.55746511
Be0.250000Cu0.250000Sb0.250000Hf0.250000 0.31732139
Cr0.250000Cd0.500000Ta0.250000 0.64050344
B0.250000Ga0.500000Ru0.250000 0.73464997
Al0.333300Ge0.333300Sm0.333300 -0.66424222
Cr0.285700Fe0.142900Se0.571400 -0.39911785
In0.250000Tb0.250000Pt0.500000 -0.73868615
Si0.250000Rh0.250000Er0.500000 -0.6919178
Mg0.250000Pr0.250000Ir0.500000 -0.28857443
H0.571400B0.285700Ca0.142900 -0.11332721
Sb0.250000Er0.250000Os0.500000 0.029898461
As0.500000Cs0.250000Re0.250000 1.2078641
B0.250000Ru0.250000Ac0.500000 0.43537694
Nb0.500000Ag0.250000Ac0.250000 0.76516265
Rh0.250000Tl0.500000Th0.250000 -0.041052045
Be0.500000Pm0.250000Hf0.250000 0.1943265
Na0.333300Mo0.333300Ac0.333300 1.442092
N0.125000Al0.125000S0.250000Cl0.500000 -0.9944227
Ni0.250000Pd0.250000Ir0.500000 0.34599013
Zr0.666700Pd0.333300 -0.48801108
Fe0.250000Y0.250000Er0.500000 0.40701148
P0.333300Ni0.333300Ce0.333300 -1.1907551
La0.250000Ho0.250000Au0.500000 -0.78510809
Mg0.500000Al0.250000Ac0.250000 -0.012991649
Cr0.250000Sr0.500000Th0.250000 0.8589499
Pa0.500000U0.500000 0.15993631
Ce0.250000Nd0.500000Eu0.250000 0.13711004
Co0.500000Nb0.250000Pa0.250000 0.000374035
Li0.250000Cr0.250000Ho0.500000 0.16644096
Li0.250000Ge0.250000Ac0.500000 -0.3068426
Ti0.250000Ce0.500000Hf0.250000 0.41074367
Ge0.500000Pr0.200000Ir0.300000 -0.74348855
Tm0.250000Hf0.250000Ir0.500000 -0.89608688
Mg0.250000Ho0.250000Th0.500000 0.13743446
Zn0.250000Tm0.500000Ac0.250000 0.2224185
Ni0.500000Ce0.250000Pa0.250000 -0.039357139
Na0.500000Hg0.250000Ac0.250000 0.061759787
Cu0.250000Sn0.250000Re0.250000Ir0.250000 0.38364153
Y0.500000Er0.250000U0.250000 0.48855424
Tb0.500000Ho0.250000Ta0.250000 0.76011925
Cr0.500000Sr0.250000Os0.250000 1.0802742
Tc0.250000Tb0.250000Hg0.500000 0.40963314
Mg0.250000Pd0.500000Pm0.250000 -0.71794893
Te0.250000Os0.500000Pt0.250000 0.75160916
Nb0.250000Cd0.500000Os0.250000 0.62221953
Na0.375000S0.500000Sb0.125000 -0.94578211
Na0.250000Hg0.250000Pu0.500000 0.31084733
Co0.250000Rh0.250000Nd0.500000 -0.27115154
Ir0.500000Pb0.250000Pu0.250000 0.35771842
Mg0.250000Y0.500000Dy0.250000 0.053387832
Pr0.500000Gd0.250000Dy0.250000 0.10997995
Cu0.250000Ba0.250000Sm0.500000 0.36710057
Ce0.250000Ho0.500000Np0.250000 0.82725824
Cr0.250000As0.500000Os0.250000 0.22641846
Te0.250000Ta0.500000Os0.250000 0.39987296
Y0.500000Nb0.250000Ta0.250000 0.64775519
Mg0.250000Nd0.250000Tl0.500000 -0.24009114
Si0.500000Cu0.250000Th0.250000 0.004982435
Dy0.250000Tm0.250000Ta0.500000 0.66743065
Ti0.250000W0.500000Pt0.250000 0.14646071
Li0.250000Si0.250000Fe0.250000Ta0.250000 -0.40156368
Si0.300000S0.100000K0.600000 -0.24903192
Be0.500000Ga0.250000Tc0.250000 0.05830204
Ti0.500000Eu0.250000Hf0.250000 0.48739257
Gd0.250000Hg0.500000Tl0.250000 -0.22847957
Nd0.250000Ir0.250000Np0.500000 0.28126007
K0.250000Cu0.500000Hf0.250000 0.74258872
Nb0.250000Rh0.500000Yb0.250000 -0.38568261
B0.250000Fe0.250000Sn0.500000 0.95460566
Pm0.500000Re0.250000Np0.250000 0.90644646
Na0.250000Sc0.250000Gd0.500000 0.27185638
Sc0.500000Bi0.250000Pu0.250000 -0.12514849
Te0.500000Re0.250000Ir0.250000 0.7850155
Be0.250000Pd0.250000Pm0.500000 -0.24889338
Be0.500000Sr0.250000Te0.250000 0.52666236
Fe0.500000Pr0.250000Ho0.250000 0.37939101
Co0.250000Ga0.250000Y0.250000Pd0.250000 -0.44867367
B0.250000Fe0.250000Zn0.250000Rh0.250000 0.19400834
B0.250000Os0.250000Pt0.500000 0.7812069
Ge0.250000Ce0.500000Dy0.250000 -0.11326997
Mn0.500000Sm0.250000Eu0.250000 0.34331513
Be0.222200O0.555600Sb0.222200 -1.6493712
Rb0.250000Pd0.500000Sb0.250000 0.13056262
Ru0.500000W0.250000Pu0.250000 0.18461686
Ru0.250000Ag0.250000Ir0.500000 0.66084598
O0.666700Lu0.222200W0.111100 -3.3693112
Cu0.250000Zn0.250000Cd0.250000Lu0.250000 -0.15255061
I0.750000Yb0.250000 -1.138337
Co0.250000In0.250000Lu0.250000Ir0.250000 -0.40052147
Li0.250000Nd0.500000Ta0.250000 0.41526811
Sc0.250000Fe0.250000Pt0.250000Pb0.250000 -0.2558057
Be0.250000Cr0.250000Pa0.500000 0.3494014
Ti0.500000Ga0.250000Nd0.250000 0.062127209
Mg0.500000V0.250000Eu0.250000 0.38024466
Ga0.250000Tc0.500000Gd0.250000 0.17376074
Hf0.250000Ta0.250000Ac0.500000 0.73880178
O0.692300P0.230800Ru0.076900 -2.1566907
Cr0.500000Ho0.250000Hg0.250000 0.49906951
Fe0.250000Gd0.500000Tb0.250000 0.61398109
Al0.500000K0.250000Os0.250000 0.65596459
Mg0.500000Sc0.250000Sb0.250000 -0.13583885
Ca0.250000Ga0.250000Tm0.500000 -0.046270099
Al0.250000Er0.500000Ir0.250000 -0.61339675
Li0.727300N0.181800Se0.090900 -0.6568877
Si0.250000Sc0.250000Cr0.250000Hf0.250000 -0.089987474
Ga0.181800Se0.454500Cs0.363600 -1.0684465
Al0.500000Sn0.250000Eu0.250000 -0.11112248
Al0.250000Mo0.500000Pb0.250000 0.5813782
V0.250000Pa0.500000Np0.250000 0.22724298
Nb0.250000Tb0.250000Dy0.500000 0.51412135
B0.250000Ag0.250000Lu0.500000 0.038064463
Te0.500000Eu0.250000Ir0.250000 -0.2174012
Be0.250000Co0.250000Zn0.250000In0.250000 0.22939917
Be0.250000Al0.500000Bi0.250000 0.64123466
Cu0.250000Cd0.250000Ta0.250000Bi0.250000 0.69251926
Ni0.500000Os0.250000Th0.250000 0.04728379
Mo0.250000Th0.250000Np0.500000 0.60722219
Cu0.250000Zr0.250000W0.250000Pb0.250000 0.58298333
Na0.250000V0.500000Eu0.250000 1.1280001
Tc0.500000Ag0.250000Hg0.250000 0.90783581
Al0.250000Sr0.500000La0.250000 0.22282534
Ti0.250000Nb0.250000U0.500000 0.50450549
Fe0.250000Ag0.500000Hg0.250000 0.39758755
Zr0.500000Pd0.250000Ba0.250000 0.33734813
Li0.125000B0.250000Ni0.125000Cu0.500000 0.28935988
Mg0.250000Ce0.250000Re0.500000 1.001157
K0.250000Fe0.250000Yb0.500000 0.61035802
In0.250000Tm0.250000Pb0.500000 -0.028382195
Ga0.250000Pm0.250000Bi0.500000 -0.24259651
Nb0.500000Te0.250000Pa0.250000 0.12057719
K0.250000Fe0.250000Lu0.500000 0.7798731
Ti0.250000Ag0.500000In0.250000 0.0010508544
Co0.250000As0.250000Rh0.250000W0.250000 0.15566389
Al0.500000Tc0.250000Tl0.250000 0.47365931
Ru0.250000Sb0.500000Nd0.250000 -0.15945647
O0.571400Pm0.142900Pu0.285700 -3.3725974
Be0.125000B0.250000Cu0.625000 0.34563376
Ti0.250000Y0.250000Ir0.500000 -0.6224853
Li0.250000Re0.250000Pa0.500000 0.19553324
Rh0.500000Pr0.250000Ac0.250000 -0.54818371
Mo0.250000Ru0.250000Lu0.500000 0.096660368
Li0.100000O0.600000Fe0.100000Ge0.200000 -1.9520648
O0.555600Tc0.444400 -0.43517514
O0.666700P0.190500Fe0.095200Sr0.047600 -2.5479954
Mg0.250000V0.250000Cu0.250000As0.250000 0.04803748
Co0.222200In0.444400Er0.333300 -0.24892646
Sn0.250000Ho0.500000Hg0.250000 -0.54747435
Pr0.250000Gd0.500000Ac0.250000 0.11581346
Y0.500000Mo0.250000Yb0.250000 0.39884775
Be0.250000Dy0.500000Ir0.250000 -0.39457151
Cd0.500000Tb0.250000Ir0.250000 0.013376424
K0.500000La0.250000Pa0.250000 1.3546498
Ba0.500000Pr0.250000Ta0.250000 1.0189044
Ga0.500000Tb0.250000Lu0.250000 -0.39456502
Ga0.250000Sm0.250000Yb0.500000 -0.0044152856
Ni0.500000Cu0.250000Sr0.250000 0.39116942
Be0.250000Nb0.500000Mo0.250000 0.10170496
Ti0.571400Fe0.142900Bi0.285700 -0.33334089
Mo0.250000Ru0.500000Ir0.250000 0.35896346
Na0.500000Co0.250000Ac0.250000 0.74526464
Fe0.250000Nb0.250000Pd0.500000 0.20167563
Al0.250000Cu0.250000Tc0.250000Cd0.250000 0.16800762
B0.500000Pt0.250000Np0.250000 0.36222401
O0.600000Sb0.200000Tl0.200000 -1.5678267
Pr0.250000Eu0.250000Bi0.500000 -0.79395872
Ni0.500000Ru0.250000Pu0.250000 0.39988019
Zn0.500000Re0.250000Th0.250000 0.26014231
Mo0.500000Sb0.250000Bi0.250000 0.51146169
V0.250000Co0.250000Zn0.250000Tc0.250000 -0.042928246
V0.250000Ce0.250000Ir0.500000 0.15794163
Ce0.500000Pm0.250000Au0.250000 -0.10145126
F0.769200Zr0.153800Ba0.076900 -3.8358214
In0.500000Pb0.500000 0.01684936
O0.571400V0.142900Fe0.071400Ag0.214300 -1.5659675
Sc0.250000Cr0.250000Ni0.250000Sb0.250000 -0.13175982
H0.400000O0.400000Na0.133300Sn0.066700 -1.5060677
Rb0.250000Pd0.500000Dy0.250000 -0.079152067
Tc0.250000Eu0.250000Pt0.500000 -0.12958642
C0.250000Ho0.750000 0.29820347
Pr0.500000Er0.250000U0.250000 0.52283607
B0.250000Ce0.750000 0.4047738
B0.100000N0.100000F0.800000 -1.6707606
Mn0.125000Fe0.125000Cu0.500000In0.250000 0.12821375
Zr0.500000Cd0.250000Au0.250000 -0.21591779
Fe0.500000Rb0.250000Au0.250000 1.1537216
O0.600000Sb0.100000Ba0.200000Eu0.100000 -2.6316231
B0.500000Ba0.250000Hg0.250000 1.2831816
Ti0.250000Ge0.250000Er0.500000 -0.159485
Zr0.500000Pm0.250000Dy0.250000 0.28512569
O0.571400Cu0.142900Sr0.142900Ru0.071400Gd0.071400 -2.1479612
Li0.250000Ga0.750000 -0.18009109
Fe0.500000Cu0.250000Ge0.250000 0.049983876
Ge0.250000Tc0.250000Eu0.500000 0.14450692
O0.551700Co0.344800Ge0.103400 -1.4809615
Mo0.250000Lu0.500000Os0.250000 0.18434009
In0.500000Tm0.250000Pa0.250000 -0.083110755
Mg0.250000Ni0.500000Pa0.250000 -0.23823246
Ru0.250000Eu0.500000Hg0.250000 -0.13546671
Y0.500000Ru0.250000Sm0.250000 0.13966669
Sn0.250000Nd0.250000Ac0.500000 -0.18840222
Cr0.500000In0.250000Eu0.250000 0.43519614
Na0.500000Ru0.250000Tb0.250000 0.85199002
Si0.500000Y0.250000Ac0.250000 -0.33139986
In0.250000Ho0.500000Pu0.250000 -0.061388844
V0.250000As0.250000Pu0.500000 -0.029136461
Rh0.250000Sb0.250000Ta0.500000 0.077388239
Ti0.250000Ni0.250000Zn0.500000 -0.29910911
Sc0.500000Cr0.250000Au0.250000 -0.18242956
Be0.250000B0.250000Cr0.250000Re0.250000 0.19248968
Cr0.250000Cu0.500000In0.250000 0.18930171
Ti0.250000Nd0.250000Pt0.500000 -0.67371487
Al0.250000As0.500000Cd0.250000 0.24716648
Pr0.500000Ho0.250000Ir0.250000 0.0071533029
Al0.250000Dy0.250000Pu0.500000 0.11964242
Pd0.250000Cs0.500000Ta0.250000 1.7028952
Ca0.500000In0.250000Cs0.250000 -0.023877525
Li0.250000Al0.250000V0.250000Mn0.250000 -0.0067494034
Te0.500000Pt0.250000Ac0.250000 -0.51657972
Li0.250000Be0.250000B0.250000Mn0.250000 0.19415446
V0.250000Rb0.250000Sr0.500000 0.74637486
B0.200000O0.600000W0.200000 -1.5477812
B0.250000In0.250000Er0.500000 0.17968986
Hf0.250000W0.250000Np0.500000 0.70922697
K0.500000Ti0.250000Re0.250000 2.27482
Si0.250000Ni0.250000Cu0.250000Mo0.250000 -0.017492039
Ca0.500000As0.250000Bi0.250000 -0.72826596
V0.500000Ag0.250000Hf0.250000 0.45705251
Ge0.500000Cs0.250000Gd0.250000 0.22218618
B0.250000Ni0.250000Cs0.500000 1.5963452
Dy0.250000Ho0.250000Ta0.500000 0.6833798
Pd0.250000Th0.750000 -0.096570373
Ca0.250000Gd0.250000Hf0.500000 0.59119474
Li0.333300O0.500000Si0.083300Ga0.083300 -2.2878294
Zr0.500000La0.250000Sm0.250000 0.28720947
Mg0.200000Ni0.400000Nd0.400000 -0.31064012
Na0.250000Si0.500000Pa0.250000 0.0055212504
Mg0.250000Zr0.250000Sm0.500000 0.12864105
Ag0.250000Cs0.250000Lu0.500000 0.5132777
Br0.250000Ho0.750000 -0.11713675
Ti0.500000Cr0.250000Bi0.250000 0.19872094
Rb0.285700Te0.714300 -0.54317033
Al0.250000Si0.500000Th0.250000 -0.032281658
W0.250000Os0.250000Pb0.500000 1.2720847
Li0.111100F0.666700Al0.111100Yb0.111100 -3.9620134
Al0.250000Zr0.250000Mo0.500000 -0.069174555
Sc0.500000Ir0.250000Au0.250000 -0.86539314
Ga0.250000W0.500000Tl0.250000 0.99966114
Ni0.250000Cu0.250000Ga0.250000Zr0.250000 -0.43515667
I0.666700Nd0.333300 -1.4255156
Sn0.250000Sb0.500000Lu0.250000 -0.26013215
Si0.250000Mn0.500000Zn0.250000 -0.078100798
Zn0.500000Ru0.250000Nd0.250000 -0.033945461
Cu0.250000Zn0.500000Ga0.250000 0.073414249
Ga0.333300Re0.333300Os0.333300 0.16757104
Na0.250000Fe0.250000Te0.500000 0.094517111
Si0.250000Fe0.250000Co0.250000Cu0.250000 -0.16695324
B0.500000Ge0.250000Bi0.250000 1.5722792
Cr0.250000In0.250000Sn0.500000 0.32729808
Pm0.250000Hg0.250000Pb0.500000 -0.074640852
Be0.250000Pd0.250000La0.500000 -0.21400854
Mg0.250000In0.250000Sn0.500000 -0.022834148
Fe0.250000Zn0.250000Rh0.250000Ag0.250000 0.14898718
Zr0.250000Ru0.500000Ba0.250000 0.45624776
